Seats,CRN,SUBJ,CRSE,TITLE,CR HRS,XLST CAP,ENR,LINK,XLST GROUP,SCHED TYPE,,CAMPUS,INSM,PRINT?,TIME,DAYS,BLDG,ROOM,OVERRIDE,INSTRUCTOR,,OVERALL CAP,OVERALL ENR,,,PTRM START,PTRM END,WL CAP,WL,WL REMAIN,NOTES,COMMENTS,COLL
"28","31701","CS","120G","INTRO INFO LITERACY & RSCH (B)","3","30","1","L1","SC172","30","I","B","ASYN","Y","HOURS ARR","","WEB2","","","GUPTA,REKHA","","30","2","2","ASYN","27-JUN-22","06-AUG-22","0","0","0","LECTURE.  STUDENT MUST ALSO REGISTER FOR RECITATION "
"28","31702","CS","120G","INTRO INFO LITERACY & RSCH (B)","3","30","1","M1","SC172","30","I","E","ASYN","Y","HOURS ARR","","WEB5","","","GUPTA,REKHA","","30","2","2","ASYN","27-JUN-22","06-AUG-22","0","0","0","LECTURE.  STUDENT MUST ALSO REGISTER FOR RECITATION "
"28","31703","CS","120G","INTRO INFO LITERACY & RSCH (B)","3","30","0","N1","SC172","30","I","H","ASYN","Y","HOURS ARR","","WEB7","","","GUPTA,REKHA","","30","2","2","ASYN","27-JUN-22","06-AUG-22","0","0","0","LECTURE.  STUDENT MUST ALSO REGISTER FOR RECITATION "
"28","31704","CS","120G","INTR INFO LITERCY&RSCH REC (B)","0","30","1","L3","SC182","C","I","B","SYNC","Y"," 600- 650PM","M","WC2","","","GUPTA,REKHA","","30","2","2","SYNC","27-JUN-22","06-AUG-22","0","0","0","RECITATION "
"28","31705","CS","120G","INTR INFO LITERCY&RSCH REC (B)","0","30","1","M3","SC182","C","I","E","SYNC","Y"," 600- 650PM","M","WC5","","O","GUPTA,REKHA","","30","2","2","SYNC","27-JUN-22","06-AUG-22","0","0","0","RECITATION "
"28","31706","CS","120G","INTRO INFO LITERACY & RESEARCH","0","30","0","N3","SC182","C","I","H","SYNC","Y"," 600- 650PM","M","WC7","","O","GUPTA,REKHA","","30","2","2","SYNC","27-JUN-22","06-AUG-22","0","0","0","RECITATION "
"25","33050","CS","120G","INTRO INFO LITERACY & RSCH (A)","3","30","0","D1","SC167","30","I","V","ASYN","Y","HOURS ARR","","WEB8","","","GUPTA,REKHA","","30","5","1","ASYN","16-MAY-22","25-JUN-22","0","0","0"
"25","33051","CS","120G","INTR INFO LITERCY&RSCH REC (A)","0","30","0","D3","SC170","C","I","V","SYNC","Y"," 600- 650PM","M","WC8","","O","GUPTA,REKHA","","30","5","1","SYNC","16-MAY-22","25-JUN-22","0","0","0"
"28","33052","CS","120G","INTRO INFO LITERACY & RSCH (B)","3","30","0","P1","SC172","30","I","V","ASYN","Y","HOURS ARR","","WEB8","","","GUPTA,REKHA","","30","2","2","ASYN","27-JUN-22","06-AUG-22","0","0","0"
"28","33053","CS","120G","INTR INFO LITERCY&RSCH REC (B)","0","30","0","P3","SC182","C","I","V","SYNC","Y"," 600- 650PM","M","WC8","","O","GUPTA,REKHA","","30","2","2","SYNC","27-JUN-22","06-AUG-22","0","0","0"
"14","32267","CS","121G","INTR INFO LIT/RSCH FOR SCI (D)","3","30","11","A1","SC208","30","I","B","ASYN","Y","HOURS ARR","","WEB2","","","GUPTA,AJAY","","30","16","1","ASYN","16-MAY-22","25-JUN-22","0","0","0","LECTURE.  STUDENT MUST ALSO REGISTER FOR RECITATION "
"14","32268","CS","121G","INTR INFO LIT/RSCH FOR SCI (D)","3","30","5","B1","SC208","30","I","E","ASYN","Y","HOURS ARR","","WEB5","","","GUPTA,AJAY","","30","16","1","ASYN","16-MAY-22","25-JUN-22","0","0","0","LECTURE.  STUDENT MUST ALSO REGISTER FOR RECITATION "
"14","32269","CS","121G","INTR INFO LIT/RSCH FOR SCI (D)","3","30","0","C1","SC208","30","I","H","ASYN","Y","HOURS ARR","","WEB7","","","GUPTA,AJAY","","30","16","1","ASYN","16-MAY-22","25-JUN-22","0","0","0","LECTURE.  STUDENT MUST ALSO REGISTER FOR RECITATION "
"14","32270","CS","121G","INTR INFO LIT/RSCH SCI REC (D)","0","30","11","A3","SC191","C","I","B","SYNC","Y"," 600- 650PM","M","WC2","","","GUPTA,AJAY","","30","16","1","SYNC","16-MAY-22","25-JUN-22","0","0","0","RECITATION "
"14","32271","CS","121G","INTR INFO LIT/RSCH SCI REC (D)","0","30","5","B3","SC191","C","I","E","SYNC","Y"," 600- 650PM","M","WC5","","O","GUPTA,AJAY","","30","16","1","SYNC","16-MAY-22","25-JUN-22","0","0","0","RECITATION "
"14","32272","CS","121G","INTR INFO LIT/RSCH SCI REC (D)","0","30","0","C3","SC191","C","I","H","SYNC","Y"," 600- 650PM","M","WC7","","O","GUPTA,AJAY","","30","16","1","SYNC","16-MAY-22","25-JUN-22","0","0","0","RECITATION "
"28","32273","CS","121G","INTR INFO LIT/RSCH FOR SCI (C)","3","30","1","D1","SC183","30","I","B","ASYN","Y","HOURS ARR","","WEB2","","","GUPTA,AJAY","","30","2","2","ASYN","27-JUN-22","06-AUG-22","0","0","0","LECTURE.  STUDENT MUST ALSO REGISTER FOR RECITATION "
"28","32274","CS","121G","INTR INFO LIT/RSCH FOR SCI (C)","3","30","1","E1","SC183","30","I","E","ASYN","Y","HOURS ARR","","WEB5","","","GUPTA,AJAY","","30","2","2","ASYN","27-JUN-22","06-AUG-22","0","0","0","LECTURE.  STUDENT MUST ALSO REGISTER FOR RECITATION "
"28","32275","CS","121G","INTR INFO LIT/RSCH FOR SCI (C)","3","30","0","F1","SC183","30","I","H","ASYN","Y","HOURS ARR","","WEB7","","","GUPTA,AJAY","","30","2","2","ASYN","27-JUN-22","06-AUG-22","0","0","0","LECTURE.  STUDENT MUST ALSO REGISTER FOR RECITATION "
"28","32276","CS","121G","INTR INFO LIT/RSCH SCI REC (C)","0","30","1","D3","SC192","C","I","B","SYNC","Y"," 600- 650PM","M","WC2","","","GUPTA,AJAY","","30","2","2","SYNC","27-JUN-22","06-AUG-22","0","0","0","RECITATION "
"28","32277","CS","121G","INTR INFO LIT/RSCH SCI REC (C)","0","30","1","E3","SC192","C","I","E","SYNC","Y"," 600- 650PM","M","WC5","","O","GUPTA,AJAY","","30","2","2","SYNC","27-JUN-22","06-AUG-22","0","0","0","RECITATION "
"28","32278","CS","121G","INTR INFO LIT/RSCH SCI REC (C)","0","30","0","F3","SC192","C","I","H","SYNC","Y"," 600- 650PM","M","WC7","","O","GUPTA,AJAY","","30","2","2","SYNC","27-JUN-22","06-AUG-22","0","0","0","RECITATION "
"14","33054","CS","121G","INTR INFO LIT/RSCH FOR SCI (D)","3","30","0","B1","SC208","30","I","V","ASYN","Y","HOURS ARR","","WEB8","","","GUPTA,AJAY","","30","16","1","ASYN","16-MAY-22","25-JUN-22","0","0","0"
"14","33055","CS","121G","INTR INFO LIT/RSCH SCI REC (D)","0","30","0","B3","SC191","C","I","V","SYNC","Y"," 600- 650PM","M","WC8","","O","GUPTA,AJAY","","30","16","1","SYNC","16-MAY-22","25-JUN-22","0","0","0"
"28","33056","CS","121G","INTR INFO LIT/RSCH FOR SCI (C)","3","30","0","E1","SC183","30","I","V","ASYN","Y","HOURS ARR","","WEB8","","","GUPTA,AJAY","","30","2","2","ASYN","27-JUN-22","06-AUG-22","0","0","0"
"28","33057","CS","121G","INTR INFO LIT/RSCH SCI REC (C)","0","30","0","E3","SC192","C","I","V","SYNC","Y"," 600- 650PM","M","WC8","","O","GUPTA,AJAY","","30","2","2","SYNC","27-JUN-22","06-AUG-22","0","0","0"
"27","30093","CS","150","PROBLEM SOLVING & PRGMNG I","4","30","3","C1","","A","","A","TRAD","Y","1130- 125PM","MW","DRGS","1115","","MORRIS,JAY","","","3","3","CLAS","16-MAY-22","05-AUG-22","0","0","0","LECTURE. STUDENT MUST ALSO REGISTER FOR LAB AND RECITATION COURSE WILL MEET IN DRGS 1103G"
"27","30094","CS","150","PROBLEM SOLVING & PRGMNG I LAB","0","30","3","C2","","31","","A","LAB","Y","1130- 110PM","TR","DRGS","1115","","MORRIS,JAY","","","3","3","CLAS","16-MAY-22","05-AUG-22","0","0","0","LAB. COURSE WILL MEET IN DRGS 1103G"
"27","31197","CS","150","PROBLEM SOLVING & PRGMNG I REC","0","30","3","C3","","C","","A","REC","Y","1130-1230PM","F","DRGS","1115","","MORRIS,JAY","","","3","3","CLAS","16-MAY-22","05-AUG-22","0","0","0","RECITATION. COURSE WILL MEET IN DRGS 1103G"
"30","34886","CS","150","PROBLEM SOLVING & PRGMNG I","0","40","1","M2","SC011","31","I","B","SYNC","Y"," 420- 700PM","W","WC2","","","IBRAHIM,SOAD","","40","10","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"30","34887","CS","150","PROBLEM SOLVING & PRGMNG I","0","40","6","N2","SC011","31","I","E","SYNC","Y"," 420- 700PM","W","WC5","","O","IBRAHIM,SOAD","","40","10","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"30","34888","CS","150","PROBLEM SOLVING & PRGMNG I","0","40","2","L2","SC011","31","I","H","SYNC","Y"," 420- 700PM","W","WC7","","O","IBRAHIM,SOAD","","40","10","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"9","34889","CS","150","PROBLEM SOLVING & PRGMNG I","0","10","1","P2","SC011","31","I","V","SYNC","Y"," 420- 700PM","W","WC8","","O","IBRAHIM,SOAD","","40","10","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"30","34890","CS","150","PROBLEM SOLVING & PRGMNG I","0","40","1","M3","SC012","C","I","B","SYNC","Y"," 710- 800PM","W","WC2","","O","IBRAHIM,SOAD","","40","10","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"30","34891","CS","150","PROBLEM SOLVING & PRGMNG I","0","40","6","N3","SC012","C","I","E","SYNC","Y"," 710- 800PM","W","WC5","","O","IBRAHIM,SOAD","","40","10","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"30","34892","CS","150","PROBLEM SOLVING & PRGMNG I","0","40","2","L3","SC012","C","I","H","SYNC","Y"," 710- 800PM","W","WC7","","O","IBRAHIM,SOAD","","40","10","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"9","34893","CS","150","PROBLEM SOLVING & PRGMNG I","0","10","1","P3","SC012","C","I","V","SYNC","Y"," 710- 800PM","W","WC8","","O","IBRAHIM,SOAD","","40","10","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"30","34894","CS","150","PROBLEM SOLVING & PRGMNG I","4","40","1","M1","SC013","A","I","B","ASYN","Y","HOURS ARR","","WEB2","","","IBRAHIM,SOAD","","40","10","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"30","34895","CS","150","PROBLEM SOLVING & PRGMNG I","4","40","6","N1","SC013","A","I","E","ASYN","Y","HOURS ARR","","WEB5","","","IBRAHIM,SOAD","","40","10","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"30","34896","CS","150","PROBLEM SOLVING & PRGMNG I","4","40","2","L1","SC013","A","I","H","ASYN","Y","HOURS ARR","","WEB7","","","IBRAHIM,SOAD","","40","10","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"9","34897","CS","150","PROBLEM SOLVING & PRGMNG I","4","10","1","P1","SC013","A","I","V","ASYN","Y","HOURS ARR","","WEB8","","","IBRAHIM,SOAD","","40","10","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"30","36819","CS","150","PROBLEM SOLVING & PRGMNG I","4","30","0","X1","","A","I","B","ASYN","N","HOURS ARR","","WEB2","","","IBRAHIM,SOAD","","","0","1","ASYN","16-MAY-22","25-JUN-22","0","0","0"
"30","36820","CS","150","PROBLEM SOLVING & PRGMNG I","0","30","0","X2","","31","I","B","SYNC","N"," 600- 800PM","R","WC2","","","IBRAHIM,SOAD","","","0","1","SYNC","16-MAY-22","25-JUN-22","0","0","0"
"30","36821","CS","150","PROBLEM SOLVING & PRGMNG I","0","30","0","X3","","C","I","B","SYNC","N"," 600- 650PM","T","WC2","","","IBRAHIM,SOAD","","","0","1","SYNC","16-MAY-22","25-JUN-22","0","0","0"
"22","35921","CS","170","INTRO COMPUTER ARCHITECTURE I","3","30","1","","SC247","A","I","B","ASYN","Y","HOURS ARR","","WEB2","","","IBRAHIM,SOAD","","30","8","3","ASYN","16-MAY-22","05-AUG-22","30","0","30"
"22","35922","CS","170","INTRO COMPUTER ARCHITECTURE I","3","30","7","","SC247","A","I","E","ASYN","Y","HOURS ARR","","WEB5","","","IBRAHIM,SOAD","","30","8","3","ASYN","16-MAY-22","05-AUG-22","30","0","30"
"22","35923","CS","170","INTRO COMPUTER ARCHITECTURE I","3","30","0","","SC247","A","I","H","ASYN","Y","HOURS ARR","","WEB7","","","IBRAHIM,SOAD","","30","8","3","ASYN","16-MAY-22","05-AUG-22","30","0","30"
"27","33465","CS","250","PROBLEM SOLVING & PROGRMNG II","4","40","6","Q1","SC187","A","I","B","ASYN","Y","HOURS ARR","","WEB2","","","EL MESALAMI,AYMAN","","40","13","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"27","33466","CS","250","PROBLEM SOLVING & PROGRMNG II","4","40","7","S1","SC187","A","I","E","ASYN","Y","HOURS ARR","","WEB5","","","EL MESALAMI,AYMAN","","40","13","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"27","33467","CS","250","PROBLEM SOLVING & PROGRMNG II","4","40","0","U1","SC187","A","I","H","ASYN","Y","HOURS ARR","","WEB7","","","EL MESALAMI,AYMAN","","40","13","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"27","33468","CS","250","PROBLEM SOLVING & PROGRMNG II","4","40","0","V1","SC187","A","I","V","ASYN","Y","HOURS ARR","","WEB8","","","EL MESALAMI,AYMAN","","40","13","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"29","33469","CS","250","PROB SOLVING & PROGRMNG II LAB","0","40","4","Q2","SC202","B","I","B","SYNC","Y","1000-1230PM","T","WC2","","","EL MESALAMI,AYMAN","","40","11","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"29","33481","CS","250","PROB SOLVING & PROGRMNG II LAB","0","40","7","S2","SC202","B","I","E","SYNC","Y","1000-1230PM","T","WC5","","O","EL MESALAMI,AYMAN","","40","11","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"29","33482","CS","250","PROB SOLVING & PROGRMNG II LAB","0","40","0","U2","SC202","B","I","H","SYNC","Y","1000-1230PM","T","WC7","","O","EL MESALAMI,AYMAN","","40","11","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"27","33483","CS","250","PROB SOLVING & PROGRMNG II REC","0","40","6","Q3","SC203","C","I","B","SYNC","Y","1245- 135PM","T","WC2","","","EL MESALAMI,AYMAN","","40","13","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"27","33484","CS","250","PROB SOLVING & PROGRMNG II REC","0","40","7","S3","SC203","C","I","E","SYNC","Y","1245- 135PM","T","WC5","","O","EL MESALAMI,AYMAN","","40","13","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"27","33485","CS","250","PROB SOLVING & PROGRMNG II REC","0","40","0","U3","SC203","C","I","H","SYNC","Y","1245- 135PM","T","WC7","","O","EL MESALAMI,AYMAN","","40","13","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"27","33486","CS","250","PROB SOLVING & PROGRMNG II REC","0","40","0","V3","SC203","C","I","V","SYNC","Y","1245- 135PM","T","WC8","","O","EL MESALAMI,AYMAN","","40","13","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"29","33492","CS","250","PROB SOLVING & PROGRMNG II LAB","0","40","0","V2","SC202","B","I","V","SYNC","Y","1000-1230PM","T","WC8","","O","EL MESALAMI,AYMAN","","40","11","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"36","35144","CS","250","PROBLEM SOLVING & PROGRMNG II","4","40","1","Q1","SC014","A","I","B","ASYN","Y","HOURS ARR","","WEB2","","","EL MESALAMI,AYMAN","","40","4","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"36","35145","CS","250","PROBLEM SOLVING & PROGRMNG II","4","40","3","S1","SC014","A","I","E","ASYN","Y","HOURS ARR","","WEB5","","","EL MESALAMI,AYMAN","","40","4","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"36","35146","CS","250","PROBLEM SOLVING & PROGRMNG II","4","40","0","U1","SC014","A","I","H","ASYN","Y","HOURS ARR","","WEB7","","","EL MESALAMI,AYMAN","","40","4","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"34","35147","CS","250","PROBLEM SOLVING & PROGRMNG II","0","40","3","Q2","SC015","B","I","B","SYNC","Y","1000-1230PM","W","WC2","","O","EL MESALAMI,AYMAN","","40","6","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"34","35148","CS","250","PROBLEM SOLVING & PROGRMNG II","0","40","3","S2","SC015","B","I","E","SYNC","Y","1000-1230PM","W","WC5","","O","EL MESALAMI,AYMAN","","40","6","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"34","35149","CS","250","PROBLEM SOLVING & PROGRMNG II","0","40","0","U2","SC015","B","I","H","SYNC","Y","1000-1230PM","W","WC7","","O","EL MESALAMI,AYMAN","","40","6","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"36","35150","CS","250","PROBLEM SOLVING & PROGRMNG II","0","40","1","Q3","SC016","C","I","B","SYNC","Y","1245- 135PM","W","WC2","","O","EL MESALAMI,AYMAN","","40","4","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"36","35151","CS","250","PROBLEM SOLVING & PROGRMNG II","0","40","3","S3","SC016","C","I","E","SYNC","Y","1245- 135PM","W","WC5","","O","EL MESALAMI,AYMAN","","40","4","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"36","35152","CS","250","PROBLEM SOLVING & PROGRMNG II","0","40","0","U3","SC016","C","I","H","SYNC","Y","1245- 135PM","W","WC7","","O","EL MESALAMI,AYMAN","","40","4","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"40","31727","CS","252","INTRO TO UNIX FOR PROGRAMMERS","1","60","11","","SC186","A","I","B","ASYN","Y","HOURS ARR","","WEB2","","","ZEIL,STEVEN","","60","20","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"40","31728","CS","252","INTRO TO UNIX FOR PROGRAMMERS","1","60","9","","SC186","A","I","E","ASYN","Y","HOURS ARR","","WEB5","","","ZEIL,STEVEN","","60","20","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"40","31729","CS","252","INTRO TO UNIX FOR PROGRAMMERS","1","60","0","","SC186","A","I","H","ASYN","Y","HOURS ARR","","WEB7","","","ZEIL,STEVEN","","60","20","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"40","33046","CS","252","INTRO TO UNIX FOR PROGRAMMERS","1","60","0","","SC186","A","I","V","ASYN","Y","HOURS ARR","","WEB8","","","ZEIL,STEVEN","","60","20","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"15","35545","CS","270","INTRO COMPUTER ARCHITECTURE II","3","30","3","","SC060","A","I","B","ASYN","Y","HOURS ARR","","WEB2","","","ZEHRA,SUSAN","","30","15","1","ASYN","16-MAY-22","25-JUN-22","0","0","0"
"15","35546","CS","270","INTRO COMPUTER ARCHITECTURE II","3","30","10","","SC060","A","I","E","ASYN","Y","HOURS ARR","","WEB5","","","ZEHRA,SUSAN","","30","15","1","ASYN","16-MAY-22","25-JUN-22","0","0","0"
"15","35547","CS","270","INTRO COMPUTER ARCHITECTURE II","3","30","2","","SC060","A","I","H","ASYN","Y","HOURS ARR","","WEB7","","","ZEHRA,SUSAN","","30","15","1","ASYN","16-MAY-22","25-JUN-22","0","0","0"
"0","31707","CS","350","INTR TO SOFTWARE ENGINEERING","3","30","12","A1","SC193","A","I","B","ASYN","Y","HOURS ARR","","WEB2","","","KENNEDY,THOMAS","","30","30","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"0","31708","CS","350","INTR TO SOFTWARE ENGINEERING","3","30","16","B1","SC193","A","I","E","ASYN","Y","HOURS ARR","","WEB5","","","KENNEDY,THOMAS","","30","30","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"0","31709","CS","350","INTR TO SOFTWARE ENGINEERING","3","30","1","C1","SC193","A","I","H","ASYN","Y","HOURS ARR","","WEB7","","","KENNEDY,THOMAS","","30","30","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"17","31710","CS","350","INTR TO SOFTWARE ENGIN REC","0","24","2","A3","SC184","C","I","B","SYNC","Y"," 350- 520PM","R","WC2","","","KENNEDY,THOMAS","","30","13","3","SYNC","16-MAY-22","05-AUG-22","25","0","25"
"13","31711","CS","350","INTR TO SOFTWARE ENGIN REC","0","24","11","B3","SC184","C","I","E","SYNC","Y"," 350- 520PM","R","WC5","","O","KENNEDY,THOMAS","","30","13","3","SYNC","16-MAY-22","05-AUG-22","25","0","25"
"17","31712","CS","350","INTR TO SOFTWARE ENGIN REC","0","24","0","C3","SC184","C","I","H","SYNC","Y"," 350- 550PM","R","WC7","","O","KENNEDY,THOMAS","","30","13","3","SYNC","16-MAY-22","05-AUG-22","25","0","25"
"0","32996","CS","350","INTR TO SOFTWARE ENGINEERING","3","30","1","D1","SC193","A","I","V","ASYN","Y","HOURS ARR","","WEB8","","","KENNEDY,THOMAS","","30","30","3","ASYN","16-MAY-22","05-AUG-22","0","0","0"
"17","32997","CS","350","INTR TO SOFTWARE ENGIN REC","0","24","0","D3","SC184","C","I","V","SYNC","Y"," 350- 520PM","R","WC8","","O","KENNEDY,THOMAS","","30","13","3","SYNC","16-MAY-22","05-AUG-22","0","0","0"
"13","35014","CS","350","INTRO TO SOFTWARE ENGIN REC","0","24","10","A3","SC017","C","I","B","SYNC","Y"," 350- 550PM","T","WC2","","O","KENNEDY,THOMAS","","30","17","3","SYNC","16-MAY-22","05-AUG-22","25","0","25"
"13","35015","CS","350","INTRO TO SOFTWARE ENGIN REC","0","24","5","B3","SC017","C","I","E","SYNC","Y"," 350- 550PM","T","WC5","","O","KENNEDY,THOMAS","","30","17","3","SYNC","16-MAY-22","05-AUG-22","25","0","25"
"13","35016","CS","350","INTRO TO SOFTWARE ENGIN REC","0","24","1","C3","SC017","C","I","H","SYNC","Y"," 350- 550PM","T","WC7","","O","KENNEDY,THOMAS","","30","17","3","SYNC","16-MAY-22","05-AUG-22","10","0","10"
"13","35017","CS","350","INTRO TO SOFTWARE ENGIN REC","0","24","1","D3","SC017","C","I","V","SYNC","Y"," 350- 550PM","T","WC8","","O","KENNEDY,THOMAS","","30","17","3","SYNC","16-MAY-22","05-AUG-22","5","0","5"
"2","30096","CS","355","PRINCIP-PROGRAMMING LANGUAGES","3","35","10","","SC207","A","I","B","ASYN","Y","HOURS ARR","","WEB2","","","MORRIS,JAY","","35","33","1","ASYN","16-MAY-22","25-JUN-22","0","0","0"
"2","32571","CS","355","PRINCIP-PROGRAMMING LANGUAGES","3","35","19","","SC207","A","I","E","ASYN","Y","HOURS ARR","","WEB5","","","MORRIS,JAY","","35","33","1","ASYN","16-MAY-22","25-JUN-22","0","0","0"
"2","32572","CS","355","PRINCIP-PROGRAMMING LANGUAGES","3","35","4","","SC207","A","I","H","ASYN","Y","HOURS ARR","","WEB7","","","MORRIS,JAY","","35","33","1","ASYN","16-MAY-22","25-JUN-22","0","0","0"
"2","33047","CS","355","PRINCIP-PROGRAMMING LANGUAGES","3","35","0","","SC207","A","I","V","ASYN","Y","HOURS ARR","","WEB8","","","MORRIS,JAY","","35","33","3","ASYN","16-MAY-22","25-JUN-22","0","0","0"
"34","34796","CS","355","PRINCIP-PROGRAMMING LANGUAGES","3","35","1","","","A","","A","TRAD","Y"," 945-1115AM","MTWRF","DRGS","1117","","MORRIS,JAY","","","1","1","CLAS","16-MAY-22","25-JUN-22","10","0","10"
"19","31932","CS","361","DATA STRUCTURES/ALGORITHMS","3","40","18","","SC188","A","I","B","ASYN","Y","HOURS ARR","","WEB2","","","ZEIL,STEVEN","","50","31","3","ASYN","16-MAY-22","05-AUG-22","10","0","10"
"19","31933","CS","361","DATA STRUCTURES/ALGORITHMS","3","40","11","","SC188","A","I","E","ASYN","Y","HOURS ARR","","WEB5","","","ZEIL,STEVEN","","50","31","3","ASYN","16-MAY-22","05-AUG-22","10","0","10"
"19","31934","CS","361","DATA STRUCTURES/ALGORITHMS","3","40","2","","SC188","A","I","H","ASYN","Y","HOURS ARR","","WEB7","","","ZEIL,STEVEN","","50","31","3","ASYN","16-MAY-22","05-AUG-22","5","0","5"
"40","33048","CS","361","DATA STRUCTURES/ALGORITHMS","3","40","0","","SC189","A","I","V","ASYN","Y","HOURS ARR","","WEB8","","","ZEIL,STEVEN","","50","0","3","ASYN","16-MAY-22","05-AUG-22","5","0","5"
